id,sensor_id,data_leitura,valor
37,1,2025-05-13 15:48:24.826855,78136.65543756307
38,1,2025-05-13 16:31:36.826855,4742.601826341324
39,1,2025-05-13 17:14:48.826855,63189.306436014864
40,1,2025-05-13 17:58:00.826855,43832.31897556181
41,1,2025-05-13 18:41:12.826855,56190.7149190632
42,1,2025-05-13 19:24:24.826855,89953.22958284646
43,1,2025-05-13 20:07:36.826855,18413.866998943064
44,1,2025-05-13 20:50:48.826855,93782.53121395063
45,1,2025-05-13 21:34:00.826855,60986.698969285186
46,1,2025-05-13 22:17:12.826855,77406.29362122058
47,1,2025-05-13 23:00:24.826855,76735.04608592065
48,1,2025-05-13 23:43:36.826855,82859.35991470117
49,1,2025-05-14 00:26:48.826855,4203.158172187725
50,1,2025-05-14 01:10:00.826855,451.6733931816481
51,1,2025-05-14 01:53:12.826855,45680.354663852966
52,1,2025-05-14 02:36:24.826855,27045.608307964172
53,1,2025-05-14 03:19:36.826855,76095.4448732641
54,1,2025-05-14 04:02:48.826855,22756.532199232643
55,1,2025-05-14 04:46:00.826855,58302.32810261382
56,1,2025-05-14 05:29:12.826855,7548.3587673688835
57,1,2025-05-14 06:12:24.826855,92656.44158521597
58,1,2025-05-14 06:55:36.826855,14139.575535831606
59,1,2025-05-14 07:38:48.826855,42799.09774004711
60,1,2025-05-14 08:22:00.826855,24016.519680763013
61,1,2025-05-14 09:05:12.826855,17904.65374435219
62,1,2025-05-14 09:48:24.826855,84827.19501197209
63,1,2025-05-14 10:31:36.826855,23671.699064856475
64,1,2025-05-14 11:14:48.826855,27047.60469277261
65,1,2025-05-14 11:58:00.826855,87647.64198329192
66,1,2025-05-14 12:41:12.826855,49351.22519869666
67,1,2025-05-14 13:24:24.826855,65834.46708144095
68,1,2025-05-14 14:07:36.826855,51112.950089413454
69,1,2025-05-14 14:50:48.826855,91120.10260077019
70,1,2025-05-14 15:34:00.826855,41977.49905036553
71,1,2025-05-14 16:17:12.826855,25940.48143732836
72,1,2025-05-14 17:00:24.826855,22335.845186889997
73,1,2025-05-14 17:43:36.826855,68934.47974123793
74,1,2025-05-14 18:26:48.826855,36971.51903771564
75,1,2025-05-14 19:10:00.826855,88902.34713857774
76,1,2025-05-14 19:53:12.826855,41781.25928635125
77,1,2025-05-14 20:36:24.826855,24615.151267126435
78,1,2025-05-14 21:19:36.826855,32068.312120404207
79,1,2025-05-14 22:02:48.826855,30855.788785159366
80,1,2025-05-14 22:46:00.826855,60651.400241077754
81,1,2025-05-14 23:29:12.826855,69498.79240668444
82,1,2025-05-15 00:12:24.826855,30552.854133071472
83,1,2025-05-15 00:55:36.826855,18625.12464852067
84,1,2025-05-15 01:38:48.826855,96807.84454851958
85,1,2025-05-15 02:22:00.826855,66413.1090888253
86,1,2025-05-15 03:05:12.826855,74501.98108115085
87,1,2025-05-15 03:48:24.826855,12945.464962052692
88,1,2025-05-15 04:31:36.826855,22938.72916705403
89,1,2025-05-15 05:14:48.826855,49737.24397766207
90,1,2025-05-15 05:58:00.826855,58127.52384193652
91,1,2025-05-15 06:41:12.826855,36659.732958192966
92,1,2025-05-15 07:24:24.826855,7831.068892984412
93,1,2025-05-15 08:07:36.826855,47355.24753542589
94,1,2025-05-15 08:50:48.826855,38097.13955219484
95,1,2025-05-15 09:34:00.826855,5389.952767191119
96,1,2025-05-15 10:17:12.826855,99395.74008726524
97,1,2025-05-15 11:00:24.826855,26918.51741249224
98,1,2025-05-15 11:43:36.826855,48887.75876909632
99,1,2025-05-15 12:26:48.826855,30945.651590007037
100,1,2025-05-15 13:10:00.826855,88652.04493545098
101,1,2025-05-15 13:53:12.826855,10613.472390543031
102,1,2025-05-15 14:36:24.826855,77883.46935593449
103,1,2025-05-15 15:19:36.826855,87984.14262989673
104,1,2025-05-15 16:02:48.826855,29468.838526692332
105,1,2025-05-15 16:46:00.826855,48459.36946857209
106,1,2025-05-15 17:29:12.826855,58743.58166752584
107,1,2025-05-15 18:12:24.826855,25284.659896723697
108,1,2025-05-15 18:55:36.826855,90570.913518658
109,1,2025-05-15 19:38:48.826855,70758.45352466863
110,1,2025-05-15 20:22:00.826855,33265.221111974955
111,1,2025-05-15 21:05:12.826855,48000.75261712319
112,1,2025-05-15 21:48:24.826855,9528.972662901113
113,1,2025-05-15 22:31:36.826855,95368.19673937181
114,1,2025-05-15 23:14:48.826855,37330.72500315628
115,1,2025-05-15 23:58:00.826855,74672.30183970025
116,1,2025-05-16 00:41:12.826855,7397.9656524348065
117,1,2025-05-16 01:24:24.826855,95404.038469024
118,1,2025-05-16 02:07:36.826855,96953.28543968455
119,1,2025-05-16 02:50:48.826855,34668.43894713299
120,1,2025-05-16 03:34:00.826855,26060.957270463106
121,1,2025-05-16 04:17:12.826855,72803.2792138668
122,1,2025-05-16 05:00:24.826855,15593.720205362484
123,1,2025-05-16 05:43:36.826855,22742.691954950213
124,1,2025-05-16 06:26:48.826855,24302.428229805253
125,1,2025-05-16 07:10:00.826855,84637.12925636474
126,1,2025-05-16 07:53:12.826855,48716.87518859223
127,1,2025-05-16 08:36:24.826855,98774.72953562297
128,1,2025-05-16 09:19:36.826855,675.2523557764008
129,1,2025-05-16 10:02:48.826855,31281.94881262216
130,1,2025-05-16 10:46:00.826855,80970.13801574176
131,1,2025-05-16 11:29:12.826855,68102.81157384724
132,1,2025-05-16 12:12:24.826855,56095.23279209849
133,1,2025-05-16 12:55:36.826855,71361.87238909079
134,1,2025-05-16 13:38:48.826855,98673.2709725383
135,1,2025-05-16 14:22:00.826855,30161.649700822854
136,1,2025-05-16 15:05:12.826855,17786.866385032743
137,1,2025-05-16 15:48:24.826855,17564.178169611416
138,1,2025-05-16 16:31:36.826855,89892.30717630299
139,1,2025-05-16 17:14:48.826855,73733.48726621547
140,1,2025-05-16 17:58:00.826855,28603.584274055356
141,1,2025-05-16 18:41:12.826855,34931.25567196893
142,1,2025-05-16 19:24:24.826855,64684.901070888634
143,1,2025-05-16 20:07:36.826855,8295.516902524127
144,1,2025-05-16 20:50:48.826855,89739.52091556662
145,1,2025-05-16 21:34:00.826855,23369.190479076155
146,1,2025-05-16 22:17:12.826855,4386.072990783864
147,1,2025-05-16 23:00:24.826855,91712.74954569111
148,1,2025-05-16 23:43:36.826855,66252.73707125073
149,1,2025-05-17 00:26:48.826855,89270.80150574417
150,1,2025-05-17 01:10:00.826855,50388.13416190164
151,1,2025-05-17 01:53:12.826855,25313.082545715242
152,1,2025-05-17 02:36:24.826855,62230.31347150966
153,1,2025-05-17 03:19:36.826855,55617.43910398523
154,1,2025-05-17 04:02:48.826855,54895.22568477552
155,1,2025-05-17 04:46:00.826855,77440.690173459
156,1,2025-05-17 05:29:12.826855,21241.242341200414
157,1,2025-05-17 06:12:24.826855,91828.06217139281
158,1,2025-05-17 06:55:36.826855,83434.41262923357
159,1,2025-05-17 07:38:48.826855,9290.305399745395
160,1,2025-05-17 08:22:00.826855,62192.65560034069
161,1,2025-05-17 09:05:12.826855,88891.48804633228
162,1,2025-05-17 09:48:24.826855,48161.159253912876
163,1,2025-05-17 10:31:36.826855,72969.90719884823
164,1,2025-05-17 11:14:48.826855,82867.11910681866
165,1,2025-05-17 11:58:00.826855,84678.69065661245
166,1,2025-05-17 12:41:12.826855,47956.232870374755
167,1,2025-05-17 13:24:24.826855,15614.497350400474
168,1,2025-05-17 14:07:36.826855,52592.65347308197
169,1,2025-05-17 14:50:48.826855,19807.784633744814
170,1,2025-05-17 15:34:00.826855,26013.739896283823
171,1,2025-05-17 16:17:12.826855,10473.22113480434
172,1,2025-05-17 17:00:24.826855,14486.96780042205
173,1,2025-05-17 17:43:36.826855,14720.342441379045
174,1,2025-05-17 18:26:48.826855,2041.3164727601456
175,1,2025-05-17 19:10:00.826855,80848.2113349284
176,1,2025-05-17 19:53:12.826855,86085.10379584416
177,1,2025-05-17 20:36:24.826855,70058.76190282225
178,1,2025-05-17 21:19:36.826855,89076.81968392048
179,1,2025-05-17 22:02:48.826855,75357.5387859695
180,1,2025-05-17 22:46:00.826855,85387.83040645192
181,1,2025-05-17 23:29:12.826855,25588.487169828157
182,1,2025-05-18 00:12:24.826855,56187.49168388122
183,1,2025-05-18 00:55:36.826855,48595.8866220044
184,1,2025-05-18 01:38:48.826855,50766.35666386814
185,1,2025-05-18 02:22:00.826855,26330.573824323918
186,1,2025-05-18 03:05:12.826855,77549.33249624904
187,1,2025-05-18 03:48:24.826855,8246.65070400748
188,1,2025-05-18 04:31:36.826855,68281.87324001074
189,1,2025-05-18 05:14:48.826855,85351.97299611916
190,1,2025-05-18 05:58:00.826855,63778.65724447439
191,1,2025-05-18 06:41:12.826855,95542.46296568168
192,1,2025-05-18 07:24:24.826855,84731.45339686131
193,1,2025-05-18 08:07:36.826855,53529.65863622832
194,1,2025-05-18 08:50:48.826855,57484.20574797619
195,1,2025-05-18 09:34:00.826855,40127.131632934055
196,1,2025-05-18 10:17:12.826855,84222.93878487447
197,1,2025-05-18 11:00:24.826855,88246.6648614396
198,1,2025-05-18 11:43:36.826855,77397.8459728461
199,1,2025-05-18 12:26:48.826855,26783.60944743937
200,1,2025-05-18 13:10:00.826855,71619.2826153497
201,1,2025-05-18 13:53:12.826855,94992.61693261516
202,1,2025-05-18 14:36:24.826855,67283.90955348451
203,1,2025-05-18 15:19:36.826855,83640.7925633318
204,1,2025-05-18 16:02:48.826855,86547.04939538518
205,1,2025-05-18 16:46:00.826855,90069.54221135819
206,1,2025-05-18 17:29:12.826855,69753.68330387003
207,1,2025-05-18 18:12:24.826855,34800.14325390719
208,1,2025-05-18 18:55:36.826855,27759.04431715797
209,1,2025-05-18 19:38:48.826855,41729.565279785566
210,1,2025-05-18 20:22:00.826855,72107.2642430831
211,1,2025-05-18 21:05:12.826855,31170.394808259553
212,1,2025-05-18 21:48:24.826855,21275.25002161159
213,1,2025-05-18 22:31:36.826855,63364.40254252482
214,1,2025-05-18 23:14:48.826855,41847.73903535194
215,1,2025-05-18 23:58:00.826855,79502.98649411072
216,1,2025-05-19 00:41:12.826855,15793.20654725045
217,1,2025-05-19 01:24:24.826855,68981.20482287316
218,1,2025-05-19 02:07:36.826855,42985.185450809775
219,1,2025-05-19 02:50:48.826855,96.7512490326611
220,1,2025-05-19 03:34:00.826855,62583.745260704425
221,1,2025-05-19 04:17:12.826855,31453.410635843462
222,1,2025-05-19 05:00:24.826855,77022.97076345957
223,1,2025-05-19 05:43:36.826855,33910.08354327985
224,1,2025-05-19 06:26:48.826855,12943.584548775734
225,1,2025-05-19 07:10:00.826855,9095.182291630523
226,1,2025-05-19 07:53:12.826855,40373.764716047546
227,1,2025-05-19 08:36:24.826855,86155.49247194189
228,1,2025-05-19 09:19:36.826855,80822.91118578818
229,1,2025-05-19 10:02:48.826855,46261.551181400624
230,1,2025-05-19 10:46:00.826855,59076.26787186442
231,1,2025-05-19 11:29:12.826855,59606.12319091748
232,1,2025-05-19 12:12:24.826855,11352.193112928566
233,1,2025-05-19 12:55:36.826855,7515.23205278128
234,1,2025-05-19 13:38:48.826855,81128.1707588889
235,1,2025-05-19 14:22:00.826855,65753.9803657579
236,1,2025-05-19 15:05:12.826855,7085.5648397139685
237,1,2025-05-19 15:48:24.826855,90503.00947698519
238,1,2025-05-19 16:31:36.826855,2284.288826267345
239,1,2025-05-19 17:14:48.826855,41874.75158119735
240,1,2025-05-19 17:58:00.826855,61977.322469853316
241,1,2025-05-19 18:41:12.826855,26391.662733004458
242,1,2025-05-19 19:24:24.826855,74583.86863779397
243,1,2025-05-19 20:07:36.826855,66332.32354660727
244,1,2025-05-19 20:50:48.826855,45846.342810646194
245,1,2025-05-19 21:34:00.826855,72115.82435579509
246,1,2025-05-19 22:17:12.826855,81007.93507532647
247,1,2025-05-19 23:00:24.826855,7577.107650313871
248,1,2025-05-19 23:43:36.826855,83401.54328674999
249,1,2025-05-20 00:26:48.826855,89675.30421380493
250,1,2025-05-20 01:10:00.826855,93962.8109561461
251,1,2025-05-20 01:53:12.826855,8326.598444680265
252,1,2025-05-20 02:36:24.826855,35250.95731599405
253,1,2025-05-20 03:19:36.826855,51242.412397281325
254,1,2025-05-20 04:02:48.826855,75423.02815315203
255,1,2025-05-20 04:46:00.826855,99197.42197918138
256,1,2025-05-20 05:29:12.826855,45976.85475160062
257,1,2025-05-20 06:12:24.826855,84879.78795395415
258,1,2025-05-20 06:55:36.826855,58557.151843938685
259,1,2025-05-20 07:38:48.826855,26800.16917078315
260,1,2025-05-20 08:22:00.826855,77240.1343466382
261,1,2025-05-20 09:05:12.826855,94633.27751001102
262,1,2025-05-20 09:48:24.826855,53587.07114224367
263,1,2025-05-20 10:31:36.826855,99334.86378563849
264,1,2025-05-20 11:14:48.826855,78892.58388416487
265,1,2025-05-20 11:58:00.826855,51239.778259196784
266,1,2025-05-20 12:41:12.826855,9479.150792252307
267,1,2025-05-20 13:24:24.826855,40240.04019842014
268,1,2025-05-20 14:07:36.826855,48314.69185532149
269,1,2025-05-20 14:50:48.826855,45046.36228552836
270,1,2025-05-20 15:34:00.826855,51275.807631280506
271,1,2025-05-20 16:17:12.826855,70860.71202502644
272,1,2025-05-20 17:00:24.826855,32946.399380779316
273,1,2025-05-20 17:43:36.826855,5541.854298838974
274,1,2025-05-20 18:26:48.826855,2534.588562763912
275,1,2025-05-20 19:10:00.826855,75283.58537943143
276,1,2025-05-20 19:53:12.826855,86138.98741966492
277,1,2025-05-20 20:36:24.826855,89743.01153391124
278,1,2025-05-20 21:19:36.826855,77448.74778597149
279,1,2025-05-20 22:02:48.826855,36376.29932751655
280,1,2025-05-20 22:46:00.826855,14916.572113660466
281,1,2025-05-20 23:29:12.826855,47416.3276162904
282,1,2025-05-21 00:12:24.826855,44186.95462529557
283,1,2025-05-21 00:55:36.826855,1486.7132884040489
284,1,2025-05-21 01:38:48.826855,40170.581768982825
285,1,2025-05-21 02:22:00.826855,64048.708456297994
286,1,2025-05-21 03:05:12.826855,98705.25636082974
287,1,2025-05-21 03:48:24.826855,60767.96176113528
288,1,2025-05-21 04:31:36.826855,1022.4509248842635
289,1,2025-05-21 05:14:48.826855,22826.39181139979
290,1,2025-05-21 05:58:00.826855,15974.419422640538
291,1,2025-05-21 06:41:12.826855,45742.091390367794
292,1,2025-05-21 07:24:24.826855,36572.338132651304
293,1,2025-05-21 08:07:36.826855,82329.80860247443
294,1,2025-05-21 08:50:48.826855,69164.93486464376
295,1,2025-05-21 09:34:00.826855,80271.03080909915
296,1,2025-05-21 10:17:12.826855,78174.23211227327
297,1,2025-05-21 11:00:24.826855,1948.3535654191987
298,1,2025-05-21 11:43:36.826855,11478.34159916813
299,1,2025-05-21 12:26:48.826855,47774.2828704869
300,1,2025-05-21 13:10:00.826855,17927.79677421897
301,1,2025-05-21 13:53:12.826855,8463.009979781053
302,1,2025-05-21 14:36:24.826855,79766.64037498631
303,1,2025-05-21 15:19:36.826855,60532.60768922128
304,1,2025-05-21 16:02:48.826855,33678.1219041388
305,1,2025-05-21 16:46:00.826855,41633.92624377266
306,1,2025-05-21 17:29:12.826855,48790.132655547626
307,1,2025-05-21 18:12:24.826855,89292.77828429466
308,1,2025-05-21 18:55:36.826855,11228.936984376605
309,1,2025-05-21 19:38:48.826855,15835.174534875183
310,1,2025-05-21 20:22:00.826855,23479.80877617692
311,1,2025-05-21 21:05:12.826855,88500.44024400943
312,1,2025-05-21 21:48:24.826855,95571.92047678308
313,1,2025-05-21 22:31:36.826855,5520.726099911805
314,1,2025-05-21 23:14:48.826855,81042.20725516327
315,1,2025-05-21 23:58:00.826855,80522.49655701354
316,1,2025-05-22 00:41:12.826855,64126.45308596196
317,1,2025-05-22 01:24:24.826855,71677.22454849568
318,1,2025-05-22 02:07:36.826855,87664.70751578922
319,1,2025-05-22 02:50:48.826855,46136.50102210763
320,1,2025-05-22 03:34:00.826855,95425.84615546155
321,1,2025-05-22 04:17:12.826855,14064.379015354225
322,1,2025-05-22 05:00:24.826855,75099.49038478345
323,1,2025-05-22 05:43:36.826855,81361.09888895474
324,1,2025-05-22 06:26:48.826855,11596.368432150932
325,1,2025-05-22 07:10:00.826855,94801.81620750455
326,1,2025-05-22 07:53:12.826855,89546.5250540306
327,1,2025-05-22 08:36:24.826855,24931.461117762043
328,1,2025-05-22 09:19:36.826855,83949.637573591
329,1,2025-05-22 10:02:48.826855,8107.798163864953
330,1,2025-05-22 10:46:00.826855,70540.47003502841
331,1,2025-05-22 11:29:12.826855,76407.93749458999
332,1,2025-05-22 12:12:24.826855,97753.75447812148
333,1,2025-05-22 12:55:36.826855,64721.474741597856
334,1,2025-05-22 13:38:48.826855,35490.295680324925
335,1,2025-05-22 14:22:00.826855,87146.55343332412
336,1,2025-05-22 15:05:12.826855,70174.71076498897
337,1,2025-05-22 15:48:24.826855,21781.410739727704
338,1,2025-05-22 16:31:36.826855,6221.958270156564
339,1,2025-05-22 17:14:48.826855,63335.013802300404
340,1,2025-05-22 17:58:00.826855,61080.10956965542
341,1,2025-05-22 18:41:12.826855,57815.83098046735
342,1,2025-05-22 19:24:24.826855,97527.38654332786
343,1,2025-05-22 20:07:36.826855,67322.41646933762
344,1,2025-05-22 20:50:48.826855,64184.24048594375
345,1,2025-05-22 21:34:00.826855,3720.364552540862
346,1,2025-05-22 22:17:12.826855,66652.44220593573
347,1,2025-05-22 23:00:24.826855,29183.85455225199
348,1,2025-05-22 23:43:36.826855,29852.68303742966
349,1,2025-05-23 00:26:48.826855,202.8001788003607
350,1,2025-05-23 01:10:00.826855,36440.68218932397
351,1,2025-05-23 01:53:12.826855,43932.3607480709
352,1,2025-05-23 02:36:24.826855,38582.407636238786
353,1,2025-05-23 03:19:36.826855,45080.867790468845
354,1,2025-05-23 04:02:48.826855,37041.61144139139
355,1,2025-05-23 04:46:00.826855,54208.21325013813
356,1,2025-05-23 05:29:12.826855,48586.15587617761
357,1,2025-05-23 06:12:24.826855,75869.90835569744
358,1,2025-05-23 06:55:36.826855,13240.308688701472
359,1,2025-05-23 07:38:48.826855,56561.33864931991
360,1,2025-05-23 08:22:00.826855,78737.18310235137
361,1,2025-05-23 09:05:12.826855,72737.65421217793
362,1,2025-05-23 09:48:24.826855,83776.62188978832
363,1,2025-05-23 10:31:36.826855,82705.01530941694
364,1,2025-05-23 11:14:48.826855,82697.9609094828
365,1,2025-05-23 11:58:00.826855,52797.55563910075
366,1,2025-05-23 12:41:12.826855,9081.488090907556
367,1,2025-05-23 13:24:24.826855,56614.64130818803
368,1,2025-05-23 14:07:36.826855,34091.74325083312
369,1,2025-05-23 14:50:48.826855,39238.458946286184
370,1,2025-05-23 15:34:00.826855,21757.02176330513
371,1,2025-05-23 16:17:12.826855,79117.85398183286
372,1,2025-05-23 17:00:24.826855,33772.80200058874
373,1,2025-05-23 17:43:36.826855,77170.92523811478
374,1,2025-05-23 18:26:48.826855,67385.75101046324
375,1,2025-05-23 19:10:00.826855,73899.70215864817
376,1,2025-05-23 19:53:12.826855,55952.86052137636
377,1,2025-05-23 20:36:24.826855,74851.68231804956
378,1,2025-05-23 21:19:36.826855,3725.072652006292
379,1,2025-05-23 22:02:48.826855,10545.936818942553
380,1,2025-05-23 22:46:00.826855,49328.46425491799
381,1,2025-05-23 23:29:12.826855,60369.09056742863
382,1,2025-05-24 00:12:24.826855,66461.50668711557
383,1,2025-05-24 00:55:36.826855,21834.072549930184
384,1,2025-05-24 01:38:48.826855,44403.23572221666
385,1,2025-05-24 02:22:00.826855,75319.4093436313
386,1,2025-05-24 03:05:12.826855,55147.155569927374
387,1,2025-05-24 03:48:24.826855,30798.801479200356
388,1,2025-05-24 04:31:36.826855,75966.78407346338
389,1,2025-05-24 05:14:48.826855,10548.6801406069
390,1,2025-05-24 05:58:00.826855,38470.123422874916
391,1,2025-05-24 06:41:12.826855,49613.555680448524
392,1,2025-05-24 07:24:24.826855,45900.34917207433
393,1,2025-05-24 08:07:36.826855,78577.31180705293
394,1,2025-05-24 08:50:48.826855,51895.23451315219
395,1,2025-05-24 09:34:00.826855,37339.31366786004
396,1,2025-05-24 10:17:12.826855,64247.38537817211
397,1,2025-05-24 11:00:24.826855,14921.519880696747
398,1,2025-05-24 11:43:36.826855,59458.14144461362
399,1,2025-05-24 12:26:48.826855,5785.8456858327945
400,1,2025-05-24 13:10:00.826855,43087.61957536771
401,1,2025-05-24 13:53:12.826855,24682.923614950574
402,1,2025-05-24 14:36:24.826855,25556.877009235646
403,1,2025-05-24 15:19:36.826855,56458.21947530941
404,1,2025-05-24 16:02:48.826855,61145.310486180424
405,1,2025-05-24 16:46:00.826855,25604.10352161744
406,1,2025-05-24 17:29:12.826855,49352.12880435964
407,1,2025-05-24 18:12:24.826855,87126.02203751261
408,1,2025-05-24 18:55:36.826855,30969.999646003464
409,1,2025-05-24 19:38:48.826855,84194.2059830102
410,1,2025-05-24 20:22:00.826855,47195.719925167126
411,1,2025-05-24 21:05:12.826855,61277.29611505614
412,1,2025-05-24 21:48:24.826855,2252.1699015339454
413,1,2025-05-24 22:31:36.826855,3996.6575649984575
414,1,2025-05-24 23:14:48.826855,47347.60869785352
415,1,2025-05-24 23:58:00.826855,82937.0575746035
416,1,2025-05-25 00:41:12.826855,28282.890776530854
417,1,2025-05-25 01:24:24.826855,93227.58634668251
418,1,2025-05-25 02:07:36.826855,5352.288786262496
419,1,2025-05-25 02:50:48.826855,50786.914391484024
420,1,2025-05-25 03:34:00.826855,49401.371957954325
421,1,2025-05-25 04:17:12.826855,7240.935381489622
422,1,2025-05-25 05:00:24.826855,84123.68153282121
423,1,2025-05-25 05:43:36.826855,83043.97085055466
424,1,2025-05-25 06:26:48.826855,34501.844466126335
425,1,2025-05-25 07:10:00.826855,38124.30493568032
426,1,2025-05-25 07:53:12.826855,39169.59732461548
427,1,2025-05-25 08:36:24.826855,44339.20992336644
428,1,2025-05-25 09:19:36.826855,78258.4222237122
429,1,2025-05-25 10:02:48.826855,3499.2360124460133
430,1,2025-05-25 10:46:00.826855,37218.64233523389
431,1,2025-05-25 11:29:12.826855,94641.34526970415
432,1,2025-05-25 12:12:24.826855,66315.05032860725
433,1,2025-05-25 12:55:36.826855,28159.348483166064
434,1,2025-05-25 13:38:48.826855,82058.34957751763
435,1,2025-05-25 14:22:00.826855,70614.74095166303
436,1,2025-05-25 15:05:12.826855,25990.380828201723
437,1,2025-05-25 15:48:24.826855,83744.4384980709
438,1,2025-05-25 16:31:36.826855,47633.71183188504
439,1,2025-05-25 17:14:48.826855,17023.734047865048
440,1,2025-05-25 17:58:00.826855,40392.01390101608
441,1,2025-05-25 18:41:12.826855,90076.58399904407
442,1,2025-05-25 19:24:24.826855,18200.938647154664
443,1,2025-05-25 20:07:36.826855,96695.38761076171
444,1,2025-05-25 20:50:48.826855,58275.30900924452
445,1,2025-05-25 21:34:00.826855,43008.06959488394
446,1,2025-05-25 22:17:12.826855,10167.54062030584
447,1,2025-05-25 23:00:24.826855,22585.653850857536
448,1,2025-05-25 23:43:36.826855,20252.691898459994
449,1,2025-05-26 00:26:48.826855,83639.41424173168
450,1,2025-05-26 01:10:00.826855,45053.43937093364
451,1,2025-05-26 01:53:12.826855,91118.0977959939
452,1,2025-05-26 02:36:24.826855,57046.63370585886
453,1,2025-05-26 03:19:36.826855,62686.66991106936
454,1,2025-05-26 04:02:48.826855,69324.35366529842
455,1,2025-05-26 04:46:00.826855,52237.71124432159
456,1,2025-05-26 05:29:12.826855,47726.81687487092
457,1,2025-05-26 06:12:24.826855,23608.04048037931
458,1,2025-05-26 06:55:36.826855,93457.54122114989
459,1,2025-05-26 07:38:48.826855,92762.75796635966
460,1,2025-05-26 08:22:00.826855,1660.2000049673818
461,1,2025-05-26 09:05:12.826855,58096.69345424184
462,1,2025-05-26 09:48:24.826855,4489.6803485994305
463,1,2025-05-26 10:31:36.826855,9721.039536238492
464,1,2025-05-26 11:14:48.826855,63653.785913452986
465,1,2025-05-26 11:58:00.826855,47255.343850875
466,1,2025-05-26 12:41:12.826855,22234.240776265917
467,1,2025-05-26 13:24:24.826855,3321.696179944624
468,1,2025-05-26 14:07:36.826855,99856.3938757757
469,1,2025-05-26 14:50:48.826855,9710.84740834852
470,1,2025-05-26 15:34:00.826855,48539.67948313368
471,1,2025-05-26 16:17:12.826855,22035.38046094127
472,1,2025-05-26 17:00:24.826855,15492.990696019326
473,1,2025-05-26 17:43:36.826855,96577.67530336439
474,1,2025-05-26 18:26:48.826855,34784.84370218728
475,1,2025-05-26 19:10:00.826855,43403.67226117075
476,1,2025-05-26 19:53:12.826855,43990.194251369605
477,1,2025-05-26 20:36:24.826855,19055.911681287045
478,1,2025-05-26 21:19:36.826855,58965.400495606285
479,1,2025-05-26 22:02:48.826855,83715.74908971316
480,1,2025-05-26 22:46:00.826855,47946.788452026776
481,1,2025-05-26 23:29:12.826855,29569.1360559434
482,1,2025-05-27 00:12:24.826855,88145.85788647196
483,1,2025-05-27 00:55:36.826855,35720.71440083471
484,1,2025-05-27 01:38:48.826855,29304.798684428428
485,1,2025-05-27 02:22:00.826855,89909.02030194983
486,1,2025-05-27 03:05:12.826855,43592.414791314746
487,1,2025-05-27 03:48:24.826855,74823.68826791461
488,1,2025-05-27 04:31:36.826855,94504.01279406996
489,1,2025-05-27 05:14:48.826855,73600.0998208607
490,1,2025-05-27 05:58:00.826855,98548.0595350065
491,1,2025-05-27 06:41:12.826855,20188.45286565857
492,1,2025-05-27 07:24:24.826855,24312.58706365037
493,1,2025-05-27 08:07:36.826855,13425.339751745254
494,1,2025-05-27 08:50:48.826855,70134.40063908292
495,1,2025-05-27 09:34:00.826855,27092.889525434937
496,1,2025-05-27 10:17:12.826855,98336.19528547167
497,1,2025-05-27 11:00:24.826855,40857.68939780991
498,1,2025-05-27 11:43:36.826855,44282.47672388819
